household_id,country,region_camp,family_size,members,head_age,head_gender,vulnerability_type,needs_category
MYA-0050596,Myanmar,Rakhine IDP Camps,6,"[{""age"": 1, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 75, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 15, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 39, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 0, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 39, ""gender"": ""M"", ""vulnerable_flag"": false}]",75,M,child_labor_risk,"shelter,medical,wash"
BAN-0002514,Bangladesh,Nayapara,4,"[{""age"": 3, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 86, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 45, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 6, ""gender"": ""M"", ""vulnerable_flag"": false}]",86,M,malnutrition,"protection,livelihood,shelter"
MYA-0059434,Myanmar,Shan Region,4,"[{""age"": 22, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 0, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 40, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 12, ""gender"": ""F"", ""vulnerable_flag"": false}]",40,M,unaccompanied_minor,"medical,livelihood,shelter,protection"
MYA-0076372,Myanmar,Rakhine IDP Camps,3,"[{""age"": 39, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 7, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 14, ""gender"": ""F"", ""vulnerable_flag"": false}]",39,F,,"shelter,education,wash"
MYA-0037774,Myanmar,Shan Region,5,"[{""age"": 0, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 34, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 37, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 45, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 53, ""gender"": ""F"", ""vulnerable_flag"": false}]",53,F,,"medical,protection"
BAN-0021118,Bangladesh,Camp 26,4,"[{""age"": 16, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 3, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 55, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 10, ""gender"": ""M"", ""vulnerable_flag"": false}]",55,F,malnutrition,"medical,protection,food,wash"
MYA-0082406,Myanmar,Kachin Shelters,1,"[{""age"": 12, ""gender"": ""F"", ""vulnerable_flag"": true}]",12,F,unaccompanied_minor,"wash,education,food"
BAN-0019419,Bangladesh,Nayapara,5,"[{""age"": 54, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 7, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 58, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 50, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 9, ""gender"": ""F"", ""vulnerable_flag"": false}]",58,F,,"education,wash,protection,livelihood"
MYA-0107002,Myanmar,Kachin Shelters,5,"[{""age"": 46, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 17, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 41, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 50, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 20, ""gender"": ""M"", ""vulnerable_flag"": false}]",50,M,,"protection,shelter,livelihood"
MYA-0101465,Myanmar,Rakhine IDP Camps,7,"[{""age"": 4, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 49, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 8, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 41, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 47, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 24, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 41, ""gender"": ""F"", ""vulnerable_flag"": false}]",49,M,,wash
BAN-0001453,Bangladesh,Camp 24,4,"[{""age"": 30, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 50, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 82, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 21, ""gender"": ""M"", ""vulnerable_flag"": true}]",82,M,chronic_illness,shelter
MYA-0036084,Myanmar,Shan Region,4,"[{""age"": 28, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 22, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 25, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 37, ""gender"": ""F"", ""vulnerable_flag"": false}]",37,F,gbv_survivor,"shelter,livelihood,food,protection"
MYA-0106186,Myanmar,Sagaing,5,"[{""age"": 23, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 57, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 25, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 9, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 0, ""gender"": ""M"", ""vulnerable_flag"": false}]",57,F,,"protection,shelter,wash"
MYA-0077037,Myanmar,Sagaing,5,"[{""age"": 12, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 48, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 75, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 0, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 6, ""gender"": ""F"", ""vulnerable_flag"": false}]",75,M,,shelter
MYA-0093969,Myanmar,Shan Region,5,"[{""age"": 51, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 3, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 16, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 2, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 15, ""gender"": ""F"", ""vulnerable_flag"": true}]",51,F,child_labor_risk,"medical,livelihood,wash"
MYA-0092693,Myanmar,Sagaing,5,"[{""age"": 35, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 14, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 40, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 10, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 90, ""gender"": ""M"", ""vulnerable_flag"": true}]",90,M,elderly_at_risk,shelter
BAN-0008518,Bangladesh,Bhasan Char,4,"[{""age"": 18, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 28, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 4, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 46, ""gender"": ""M"", ""vulnerable_flag"": false}]",46,M,disabled,medical
MYA-0038904,Myanmar,Rakhine IDP Camps,3,"[{""age"": 7, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 10, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 27, ""gender"": ""F"", ""vulnerable_flag"": false}]",27,F,,"wash,protection"
MYA-0087610,Myanmar,Rakhine IDP Camps,4,"[{""age"": 36, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 14, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 79, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 43, ""gender"": ""F"", ""vulnerable_flag"": false}]",79,F,child_labor_risk,education
BAN-0016518,Bangladesh,Camp 26,7,"[{""age"": 81, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 8, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 15, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 39, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 24, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 59, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 15, ""gender"": ""F"", ""vulnerable_flag"": false}]",81,M,chronic_illness,"wash,food,livelihood,shelter"
MYA-0092074,Myanmar,Rakhine IDP Camps,4,"[{""age"": 17, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 26, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 16, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 26, ""gender"": ""F"", ""vulnerable_flag"": false}]",26,M,malnutrition,"medical,shelter,food,education"
MYA-0083220,Myanmar,Kachin Shelters,6,"[{""age"": 76, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 28, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 22, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 31, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 2, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 54, ""gender"": ""F"", ""vulnerable_flag"": false}]",76,M,pregnant_lactating,"education,livelihood,wash,food"
BAN-0021166,Bangladesh,Kutupalong,3,"[{""age"": 34, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 12, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 17, ""gender"": ""F"", ""vulnerable_flag"": false}]",34,M,malnutrition,"education,food"
MYA-0098872,Myanmar,Kachin Shelters,2,"[{""age"": 30, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 25, ""gender"": ""M"", ""vulnerable_flag"": false}]",30,F,,"food,education"
MYA-0054476,Myanmar,Shan Region,7,"[{""age"": 15, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 56, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 1, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 14, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 7, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 21, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 31, ""gender"": ""M"", ""vulnerable_flag"": false}]",56,M,malnutrition,"livelihood,wash,medical,food"
MYA-0051229,Myanmar,Sagaing,6,"[{""age"": 7, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 54, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 43, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 50, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 11, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 38, ""gender"": ""F"", ""vulnerable_flag"": false}]",54,F,gbv_survivor,"education,food,shelter,wash"
MYA-0073117,Myanmar,Kachin Shelters,3,"[{""age"": 49, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 8, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 27, ""gender"": ""F"", ""vulnerable_flag"": false}]",49,M,,protection
MYA-0078627,Myanmar,Rakhine IDP Camps,5,"[{""age"": 23, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 47, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 7, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 77, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 20, ""gender"": ""M"", ""vulnerable_flag"": false}]",77,F,disabled,wash
MYA-0113287,Myanmar,Sagaing,8,"[{""age"": 35, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 77, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 20, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 87, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 4, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 30, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 13, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 11, ""gender"": ""F"", ""vulnerable_flag"": true}]",87,M,child_labor_risk,shelter
MYA-0059072,Myanmar,Shan Region,7,"[{""age"": 51, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 14, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 9, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 24, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 59, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 49, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 38, ""gender"": ""M"", ""vulnerable_flag"": true}]",59,M,pregnant_lactating,"wash,livelihood,protection"
MYA-0050304,Myanmar,Kachin Shelters,4,"[{""age"": 11, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 29, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 20, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 26, ""gender"": ""M"", ""vulnerable_flag"": true}]",29,F,single_parent,livelihood
MYA-0055946,Myanmar,Sagaing,3,"[{""age"": 44, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 10, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 27, ""gender"": ""M"", ""vulnerable_flag"": false}]",44,M,malnutrition,wash
BAN-0015633,Bangladesh,Bhasan Char,4,"[{""age"": 0, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 56, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 64, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 58, ""gender"": ""F"", ""vulnerable_flag"": false}]",64,M,,"protection,food"
THA-0031155,Thailand,Umpiem Mai,2,"[{""age"": 21, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 54, ""gender"": ""M"", ""vulnerable_flag"": true}]",54,M,disabled,education
MYA-0047062,Myanmar,Sagaing,2,"[{""age"": 28, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 1, ""gender"": ""M"", ""vulnerable_flag"": false}]",28,F,,"shelter,livelihood,food"
MYA-0059982,Myanmar,Sagaing,4,"[{""age"": 48, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 30, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 7, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 42, ""gender"": ""F"", ""vulnerable_flag"": false}]",48,M,gbv_survivor,"education,livelihood,protection"
MYA-0045645,Myanmar,Rakhine IDP Camps,5,"[{""age"": 5, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 61, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 15, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 39, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 50, ""gender"": ""M"", ""vulnerable_flag"": false}]",61,F,chronic_illness,"shelter,protection"
MYA-0077837,Myanmar,Kachin Shelters,4,"[{""age"": 11, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 25, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 18, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 1, ""gender"": ""F"", ""vulnerable_flag"": false}]",25,F,single_parent,shelter
THA-0029881,Thailand,Umpiem Mai,2,"[{""age"": 11, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 31, ""gender"": ""M"", ""vulnerable_flag"": false}]",31,M,malnutrition,"livelihood,wash"
MYA-0075535,Myanmar,Shan Region,4,"[{""age"": 5, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 34, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 75, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 7, ""gender"": ""F"", ""vulnerable_flag"": false}]",75,M,,"wash,protection,education"
MYA-0045087,Myanmar,Rakhine IDP Camps,2,"[{""age"": 26, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 57, ""gender"": ""F"", ""vulnerable_flag"": false}]",57,F,,shelter
MYA-0099347,Myanmar,Rakhine IDP Camps,3,"[{""age"": 15, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 0, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 28, ""gender"": ""M"", ""vulnerable_flag"": false}]",28,M,,"shelter,education"
MYA-0035531,Myanmar,Shan Region,1,"[{""age"": 18, ""gender"": ""F"", ""vulnerable_flag"": false}]",18,F,,shelter
MYA-0110566,Myanmar,Kachin Shelters,5,"[{""age"": 57, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 43, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 1, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 38, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 7, ""gender"": ""M"", ""vulnerable_flag"": false}]",57,M,,"shelter,wash,medical"
MYA-0061396,Myanmar,Rakhine IDP Camps,5,"[{""age"": 29, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 8, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 58, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 13, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 27, ""gender"": ""M"", ""vulnerable_flag"": false}]",58,F,single_parent,"livelihood,food"
MYA-0087493,Myanmar,Sagaing,2,"[{""age"": 11, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 34, ""gender"": ""M"", ""vulnerable_flag"": false}]",34,M,,"livelihood,medical,protection,education"
MYA-0046142,Myanmar,Rakhine IDP Camps,3,"[{""age"": 64, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 58, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 6, ""gender"": ""M"", ""vulnerable_flag"": false}]",64,F,,medical
BAN-0009995,Bangladesh,Bhasan Char,5,"[{""age"": 13, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 39, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 60, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 20, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 73, ""gender"": ""M"", ""vulnerable_flag"": false}]",73,M,,"food,shelter,wash,protection"
BAN-0004570,Bangladesh,Camp 26,4,"[{""age"": 3, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 28, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 11, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 36, ""gender"": ""F"", ""vulnerable_flag"": false}]",36,F,,"livelihood,education,shelter"
MAL-0027017,Malaysia,Johor,3,"[{""age"": 36, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 56, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 10, ""gender"": ""F"", ""vulnerable_flag"": false}]",56,F,chronic_illness,education
MYA-0068512,Myanmar,Shan Region,5,"[{""age"": 41, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 15, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 78, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 4, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 33, ""gender"": ""F"", ""vulnerable_flag"": false}]",78,M,disabled,"protection,wash,food"
CAM-0115707,Cambodia,Border Area 1,7,"[{""age"": 27, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 26, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 28, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 50, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 51, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 13, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 41, ""gender"": ""M"", ""vulnerable_flag"": false}]",51,F,,"education,medical,shelter,livelihood"
MYA-0068388,Myanmar,Rakhine IDP Camps,4,"[{""age"": 16, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 5, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 56, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 30, ""gender"": ""F"", ""vulnerable_flag"": false}]",56,M,unaccompanied_minor,"shelter,food"
MYA-0063938,Myanmar,Shan Region,3,"[{""age"": 71, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 17, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 35, ""gender"": ""M"", ""vulnerable_flag"": false}]",71,F,,"shelter,livelihood,wash"
THA-0030410,Thailand,Nu Po,5,"[{""age"": 57, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 28, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 13, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 14, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 25, ""gender"": ""M"", ""vulnerable_flag"": false}]",57,M,pregnant_lactating,"medical,shelter,food"
IND-0034000,India,Hyderabad,5,"[{""age"": 0, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 15, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 7, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 42, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 24, ""gender"": ""F"", ""vulnerable_flag"": false}]",42,M,child_labor_risk,shelter
MYA-0059745,Myanmar,Sagaing,1,"[{""age"": 11, ""gender"": ""M"", ""vulnerable_flag"": true}]",11,M,malnutrition,"food,shelter"
BAN-0017420,Bangladesh,Camp 24,6,"[{""age"": 50, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 30, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 42, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 19, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 33, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 38, ""gender"": ""F"", ""vulnerable_flag"": false}]",50,F,,"protection,education,medical,wash"
THA-0031960,Thailand,Mae La,6,"[{""age"": 24, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 70, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 54, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 58, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 12, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 11, ""gender"": ""F"", ""vulnerable_flag"": true}]",70,F,unaccompanied_minor,"wash,protection"
MYA-0049130,Myanmar,Sagaing,5,"[{""age"": 7, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 3, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 13, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 33, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 17, ""gender"": ""F"", ""vulnerable_flag"": false}]",33,M,,"protection,shelter,food"
BAN-0014086,Bangladesh,Nayapara,4,"[{""age"": 87, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 50, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 19, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 43, ""gender"": ""F"", ""vulnerable_flag"": false}]",87,M,,shelter
BAN-0008833,Bangladesh,Nayapara,4,"[{""age"": 28, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 41, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 11, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 9, ""gender"": ""F"", ""vulnerable_flag"": false}]",41,F,,"education,food,shelter,medical"
